"Variables ->","i","i_star","D4L_cpi","D4L_ner","D4L_MB","D4L_REM","D4L_pet","gdp_gap_star","gdp_gap"
"Comments ->","","","","","","","","",""
"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2013M11",5.00000000e+00,7.00000000e-02,4.52671200e+00,3.80469704e-01,4.64941158e+00,2.31006781e+00,8.13392421e+00,6.39951581e-01,4.32487072e-01
"2013M12",5.00000000e+00,7.00000000e-02,4.29388131e+00,-3.80952842e-01,4.54678829e+00,8.90254764e+00,1.05397099e+01,7.00251369e-01,-1.71475536e+00
"2014M01",5.00000000e+00,7.00000000e-02,4.05610909e+00,-5.08260306e-01,-3.20640240e-02,9.66047769e+00,-1.47352832e-01,6.89958193e-01,-1.29490311e-01
"2014M02",5.00000000e+00,6.00000000e-02,3.44404899e+00,-8.98017581e-01,3.43115612e+00,8.90262402e+00,5.61869537e+00,6.25243477e-01,1.17053107e+00
"2014M03",5.00000000e+00,6.00000000e-02,3.19442886e+00,-1.02961013e+00,-2.86724572e+00,7.95165685e+00,8.12381635e+00,6.17161363e-01,1.49661929e-01
"2014M04",4.75000000e+00,9.00000000e-02,3.21503315e+00,-6.43089033e-01,3.45367281e+00,8.39222429e+00,1.03628758e+01,7.83988830e-01,1.20042748e+00
"2014M05",4.75000000e+00,8.00000000e-02,3.17208756e+00,-7.73199728e-01,3.58848075e+00,3.52214350e+00,7.80071626e+00,7.64383084e-01,1.56077722e+00
"2014M06",4.75000000e+00,9.00000000e-02,3.08413676e+00,-2.56082086e-01,1.68576295e+00,1.44170901e+01,9.95209202e+00,9.34219200e-01,6.85227057e-01
"2014M07",4.50000000e+00,8.00000000e-02,3.35692217e+00,-6.41439018e-01,3.61042253e+00,1.33951896e+01,-1.03935927e+00,7.77542664e-01,1.19248803e+00
"2014M08",4.50000000e+00,7.00000000e-02,3.63298906e+00,-1.01911710e+00,4.50383346e+00,4.39466278e+00,-9.89096686e+00,8.46489662e-01,7.35032347e-01
"2014M09",4.50000000e+00,7.00000000e-02,3.39366850e+00,-2.80989112e+00,7.33762109e+00,8.66943947e+00,-1.31291056e+01,9.29283689e-01,5.31234495e-01
"2014M10",4.50000000e+00,7.00000000e-02,3.57273309e+00,-3.97233520e+00,2.84185335e-02,4.18214949e+00,-1.75007020e+01,1.12574255e+00,4.73968679e-01
"2014M11",4.50000000e+00,8.00000000e-02,3.32044954e+00,-3.60863898e+00,6.38060392e+00,5.60218740e+00,-2.13887513e+01,1.00785210e+00,1.05389851e+00
"2014M12",4.00000000e+00,6.00000000e-02,2.90473288e+00,-3.10102367e+00,8.33423141e+00,1.03346416e+01,-4.98687723e+01,8.84537809e-01,1.57555091e-01
"2015M01",4.00000000e+00,6.00000000e-02,2.29578889e+00,-2.71159286e+00,1.42971863e+01,3.29371091e+00,-6.95042320e+01,8.36127483e-01,4.28394062e-01
"2015M02",4.00000000e+00,6.00000000e-02,2.40996184e+00,-1.42766864e+00,9.81194359e+00,1.18043486e+01,-6.89671164e+01,8.18123403e-01,7.46252134e-01
"2015M03",3.50000000e+00,6.00000000e-02,2.39614408e+00,-1.30210173e+00,1.63431417e+01,1.92181326e+01,-7.45656146e+01,9.12960746e-01,5.93764791e-01
"2015M04",3.50000000e+00,8.00000000e-02,2.54345024e+00,-7.77205985e-01,1.12283073e+01,2.63464208e+00,-6.28314201e+01,8.67579501e-01,-7.14812416e-02
"2015M05",3.50000000e+00,8.00000000e-02,2.52099877e+00,-5.18807908e-01,1.22021227e+01,4.91659573e+00,-5.44689090e+01,7.88271821e-01,-3.94331921e-01
"2015M06",3.50000000e+00,8.00000000e-02,2.35704003e+00,-1.94180859e+00,1.89745387e+01,1.06957082e+01,-5.70164053e+01,7.90494741e-01,6.95172448e-01
"2015M07",3.25000000e+00,8.00000000e-02,2.29371722e+00,-1.55645165e+00,1.05215735e+01,1.18284294e+01,-7.10546853e+01,8.23321980e-01,1.56831025e+00
"2015M08",3.25000000e+00,8.00000000e-02,1.94327881e+00,-2.11381182e+00,1.26993985e+01,1.00672531e+01,-8.11801229e+01,7.39788973e-01,7.86810886e-01
"2015M09",3.25000000e+00,7.00000000e-02,1.85899285e+00,-3.43022885e-01,1.49311390e+01,1.59987393e+01,-7.17613248e+01,8.09850173e-01,5.15339463e-01
"2015M10",3.00000000e+00,7.00000000e-02,2.20507782e+00,4.41583062e-01,1.68885949e+01,1.53950860e+01,-6.02040064e+01,6.52629046e-01,2.94739654e-01
"2015M11",3.00000000e+00,8.00000000e-02,2.48184871e+00,3.61868089e-01,1.28103239e+01,2.44652962e+01,-5.79785634e+01,5.71592172e-01,-2.44243161e-02
"2015M12",3.00000000e+00,2.00000000e-01,3.02016781e+00,-8.56088124e-02,9.93975646e+00,1.87182037e+01,-4.66445084e+01,5.12536528e-01,-7.85809322e-01
"2016M01",3.00000000e+00,2.90000000e-01,4.28464656e+00,1.12574046e-01,1.18556127e+01,1.68148610e+01,-3.99011111e+01,5.27111040e-01,-8.00434645e-01
"2016M02",3.00000000e+00,2.90000000e-01,4.18214101e+00,1.57072655e-01,1.26116247e+01,2.55933374e+01,-5.11732982e+01,4.15762903e-01,-1.41273785e+00
"2016M03",3.00000000e+00,2.50000000e-01,4.17348197e+00,1.13585754e+00,3.66762633e+00,1.12879348e+01,-2.41943469e+01,4.39417058e-01,-1.96861993e+00
"2016M04",3.00000000e+00,3.00000000e-01,4.00598637e+00,5.22184307e-01,8.71691686e+00,1.90131393e+01,-2.89750947e+01,4.03321367e-01,3.02292337e-01
"2016M05",3.00000000e+00,2.90000000e-01,4.26437152e+00,-4.45501941e-01,1.00549060e+01,1.86327651e+01,-2.38009666e+01,5.63215588e-01,-8.48161593e-01
"2016M06",3.00000000e+00,3.00000000e-01,4.33727857e+00,-9.30851408e-02,6.32127889e+00,1.36440638e+01,-2.04478084e+01,5.11041871e-01,-1.13437336e+00
"2016M07",3.00000000e+00,3.00000000e-01,4.51510848e+00,-6.00848544e-01,1.00923768e+01,-6.77859008e+00,-1.30992882e+01,5.72176959e-01,-2.19961333e+00
"2016M08",3.00000000e+00,3.00000000e-01,4.63155005e+00,-1.47700062e+00,1.06500336e+01,1.60658676e+01,4.24013073e+00,5.09867854e-01,-2.45192123e-01
"2016M09",3.00000000e+00,2.90000000e-01,4.45785767e+00,-2.20272196e+00,6.58416547e+00,1.21079561e+01,-6.55498966e-01,4.29799557e-01,6.63245772e-01
"2016M10",3.00000000e+00,3.10000000e-01,4.65011686e+00,-2.44359482e+00,5.08246818e+00,3.71564975e+00,7.40263567e+00,3.64679469e-01,-5.33984220e-01
"2016M11",3.00000000e+00,3.10000000e-01,4.56567721e+00,-1.89149566e+00,1.09706700e+01,1.65571078e+01,7.30697193e+00,3.16464168e-01,1.06618844e+00
"2016M12",3.00000000e+00,5.50000000e-01,4.14529592e+00,-1.44389749e+00,1.33172724e+01,1.25979120e+01,3.34672551e+01,1.72869944e-01,8.66511528e-01
"2017M01",3.00000000e+00,5.60000000e-01,3.75623510e+00,-1.66731902e+00,1.10170954e+01,1.98102330e+01,5.05104114e+01,-8.24653147e-02,7.19034937e-01
"2017M02",3.00000000e+00,5.70000000e-01,3.88142918e+00,-3.33007229e+00,1.31686158e+01,9.54730861e+00,5.67184718e+01,1.11493739e-01,4.05697183e-01
"2017M03",3.00000000e+00,8.20000000e-01,3.92051163e+00,-4.74546017e+00,1.10590644e+01,1.71833361e+01,2.72911813e+01,2.85224262e-01,6.01400277e-01
"2017M04",3.00000000e+00,8.30000000e-01,4.00735970e+00,-5.21484346e+00,1.13162482e+01,4.90011569e+00,2.25427346e+01,4.98533372e-01,-2.15705806e-01
"2017M05",3.00000000e+00,8.30000000e-01,3.85757599e+00,-4.22106716e+00,1.16035980e+01,1.78368982e+01,3.70670853e+00,7.10502527e-01,-1.04725631e+00
"2017M06",3.00000000e+00,1.06000000e+00,4.27234193e+00,-3.99161570e+00,1.11232446e+01,1.63242598e+01,-7.62501646e+00,8.20289029e-01,3.29043799e-01
"2017M07",3.00000000e+00,1.07000000e+00,5.08788329e+00,-3.99571206e+00,1.19146121e+01,2.14262598e+01,4.33674965e+00,7.00784364e-01,-7.52620208e-01
"2017M08",3.00000000e+00,1.07000000e+00,4.60896740e+00,-3.50265525e+00,8.00708946e+00,1.33733246e+01,7.14525947e+00,6.71493950e-01,-1.03200509e+00
"2017M09",3.00000000e+00,1.06000000e+00,4.26758466e+00,-3.02246555e+00,1.21932105e+01,1.01915391e+01,9.77494447e+00,6.79039661e-01,-1.14411496e+00
"2017M10",3.00000000e+00,1.07000000e+00,4.11733933e+00,-2.08536212e+00,1.29539910e+01,1.83998095e+01,3.55723038e+00,4.21277995e-01,-1.72182443e+00
"2017M11",2.75000000e+00,1.07000000e+00,4.58495496e+00,-2.31398834e+00,7.54856096e+00,7.38342620e+00,2.15446728e+01,1.05765457e-01,-2.06162462e+00
"2017M12",2.75000000e+00,1.33000000e+00,5.52160484e+00,-2.20348404e+00,1.16301827e+01,5.99307074e+00,1.07722025e+01,-1.79474400e-01,-1.01393145e+00
"2018M01",2.75000000e+00,1.34000000e+00,4.60635477e+00,-2.40370909e+00,9.71835913e+00,7.69484348e+00,1.93272779e+01,-4.55555134e-01,-4.24194261e-01
"2018M02",2.75000000e+00,1.35000000e+00,4.06718893e+00,-6.97046204e-01,9.10004100e+00,2.60464885e+00,1.51737522e+01,-3.18832264e-01,-1.73686040e-01
"2018M03",2.75000000e+00,1.67000000e+00,4.05755320e+00,4.53022251e-01,1.28295558e+01,1.96753988e+00,2.40267951e+01,1.03976008e-01,5.72673594e-01
"2018M04",2.75000000e+00,1.69000000e+00,3.84545396e+00,8.83705737e-01,6.00958056e+00,1.84948722e+01,2.60481246e+01,5.51048919e-01,1.10954737e+00
"2018M05",2.75000000e+00,1.70000000e+00,4.00524678e+00,1.36566829e+00,5.82912827e+00,7.85801620e+00,3.67107174e+01,9.94912913e-01,9.59744265e-01
"2018M06",2.75000000e+00,1.91000000e+00,3.72020113e+00,1.90784099e+00,5.85488775e+00,1.01983256e+01,4.07039017e+01,1.02298616e+00,1.56838403e+00
"2018M07",2.75000000e+00,1.91000000e+00,2.57191211e+00,2.41213226e+00,2.94625772e+00,2.08645709e+01,4.20162875e+01,9.72971541e-01,9.33476701e-01
"2018M08",2.75000000e+00,1.91000000e+00,3.30960622e+00,3.05264892e+00,7.62074213e+00,1.95235829e+01,3.48355143e+01,8.87470818e-01,6.52207204e-01
"2018M09",2.75000000e+00,2.18000000e+00,4.45148544e+00,4.71420234e+00,7.34295046e+00,1.03128870e+01,3.43348893e+01,8.48903172e-01,-3.48090010e-01
"2018M10",2.75000000e+00,2.20000000e+00,4.24614885e+00,5.05359935e+00,1.04289545e+01,1.70280846e+01,3.16044163e+01,4.08363454e-01,-2.21181304e-01
"2018M11",2.75000000e+00,2.20000000e+00,3.09975878e+00,4.89708933e+00,4.29637252e+00,1.58231553e+01,5.72048471e-01,-9.91556422e-02,-1.39311947e+00
"2018M12",2.75000000e+00,2.40000000e+00,2.28657255e+00,5.16624740e+00,7.01650153e+00,1.57654975e+01,-1.55965096e+01,-6.08624308e-01,-2.33634820e+00
"2019M01",2.75000000e+00,2.40000000e+00,4.02285600e+00,5.11857940e+00,5.15498742e+00,8.09392971e+00,-2.14996560e+01,-1.09918647e+00,-8.62623608e-01
"2019M02",2.75000000e+00,2.40000000e+00,4.36192496e+00,5.01158645e+00,8.07267821e+00,9.15374359e+00,-1.24318861e+01,-8.27986160e-01,-7.82163661e-02
"2019M03",2.75000000e+00,2.43000000e+00,4.08639287e+00,3.94609507e+00,5.92687468e+00,9.13865941e+00,-7.57058507e+00,-3.76448703e-01,9.80223409e-02
"2019M04",2.75000000e+00,2.45000000e+00,4.64349549e+00,3.21297684e+00,1.06209154e+01,1.16700058e+01,-3.67624949e+00,3.80051055e-01,1.10453092e+00
"2019M05",2.75000000e+00,2.40000000e+00,4.43707820e+00,3.00958352e+00,1.04185256e+01,1.86743840e+01,-1.40152725e+01,7.78098692e-01,1.82811535e+00
"2019M06",2.75000000e+00,2.40000000e+00,4.68835859e+00,2.89314201e+00,9.83713063e+00,9.58318578e+00,-2.16556781e+01,9.73730262e-01,1.57718418e+00
"2019M07",2.75000000e+00,2.40000000e+00,4.27687254e+00,2.52254106e+00,1.80882539e+01,1.46914492e+01,-2.13104285e+01,8.41765915e-01,1.54089085e+00
"2019M08",2.75000000e+00,2.13000000e+00,2.96843630e+00,2.24269130e+00,1.04179436e+01,1.30767232e+01,-2.16527766e+01,7.53327037e-01,1.33109335e+00
"2019M09",2.75000000e+00,1.90000000e+00,1.78828294e+00,6.71617728e-01,1.00634189e+01,1.79076799e+01,-2.09684536e+01,7.17484877e-01,8.66858383e-01
"2019M10",2.75000000e+00,1.58000000e+00,2.14643792e+00,4.99535139e-01,1.22679063e+01,1.46761381e+01,-2.70834668e+01,2.13037562e-01,7.62359459e-02
"2019M11",2.75000000e+00,1.56000000e+00,2.87893219e+00,4.75129680e-02,1.59226343e+01,7.96870365e+00,1.49891328e-01,-2.75420993e-01,6.12282252e-02
"2019M12",2.75000000e+00,1.55000000e+00,3.34882331e+00,-5.36943451e-01,1.07354370e+01,1.09407811e+01,1.88851608e+01,-9.68945313e-01,-1.70662821e+00
"2020M01",2.75000000e+00,1.59000000e+00,1.76869537e+00,-4.34895009e-01,1.35646787e+01,1.93018392e+01,1.12950580e+01,-1.33900550e+00,-7.28323566e-01
"2020M02",2.75000000e+00,1.58000000e+00,1.22832366e+00,-1.16014495e+00,7.30980555e+00,1.57146086e+01,-8.36927100e+00,-1.07772384e+00,-1.49992943e+00
"2020M03",2.75000000e+00,8.00000000e-02,1.75293072e+00,-5.24122936e-02,1.53687503e+01,-1.01644461e+01,-6.88617139e+01,-1.31455093e+00,-7.73341725e+00
"2020M04",2.00000000e+00,5.00000000e-02,1.86180296e+00,8.21206491e-01,1.91909816e+01,-2.25110348e+01,-1.35048824e+02,-1.24170925e+01,-1.24486650e+01
"2020M05",2.00000000e+00,5.00000000e-02,1.78696001e+00,4.03700146e-01,1.23006551e+01,-1.52339426e+01,-7.55936112e+01,-1.02775052e+01,-1.29648198e+01
"2020M06",2.00000000e+00,8.00000000e-02,2.36093944e+00,-9.82443187e-02,1.70562659e+01,8.81728338e+00,-3.55446675e+01,-8.58525448e+00,-1.06736988e+01
"2020M07",1.75000000e+00,1.00000000e-01,2.83771264e+00,2.60953341e-01,1.35474261e+01,1.29368382e+01,-3.42829061e+01,-8.41078904e+00,-6.53671894e+00
"2020M08",1.75000000e+00,9.00000000e-02,4.10217177e+00,4.46989352e-01,1.80673785e+01,6.85712720e+00,-2.58088246e+01,-7.44169348e+00,-4.20053183e+00
"2020M09",1.75000000e+00,9.00000000e-02,4.84620802e+00,6.63153786e-01,2.59253141e+01,1.63980374e+01,-3.62426466e+01,-7.04713492e+00,-2.55188050e+00
"2020M10",1.75000000e+00,9.00000000e-02,5.20661731e+00,2.36746497e-01,1.47287278e+01,1.24868982e+01,-3.14637452e+01,-6.83863281e+00,-1.09143331e+00
"2020M11",1.75000000e+00,9.00000000e-02,5.31893318e+00,1.09104952e+00,2.14327831e+01,1.81833573e+01,-3.31866326e+01,-6.21860258e+00,1.40808488e+00
"2020M12",1.75000000e+00,9.00000000e-02,4.71096610e+00,1.45404594e+00,2.65223294e+01,2.12543349e+01,-2.40604954e+01,5.52249171e+00,6.51224487e+00
"2021M01",1.75000000e+00,7.00000000e-02,5.10564503e+00,1.21997724e+00,1.91221271e+01,8.29693505e+00,-1.00710507e+01,4.51531223e+00,6.98798842e+00
"2021M02",1.75000000e+00,7.00000000e-02,5.82461415e+00,1.25745824e+00,2.38349767e+01,1.54398174e+01,1.55504979e+01,4.14835344e+00,8.13983394e+00
"2021M03",1.75000000e+00,6.00000000e-02,5.67737637e+00,4.39803268e-01,2.06219159e+01,5.43183403e+01,7.58058371e+01,2.58760805e+00,8.46114368e+00
"2021M04",1.75000000e+00,5.00000000e-02,5.07320485e+00,1.19808735e-01,9.06094117e+00,5.78300262e+01,1.31631179e+02,2.42024610e+00,6.95122935e+00
"2021M05",1.75000000e+00,5.00000000e-02,5.04388868e+00,2.11137461e-01,1.97901227e+01,3.90616727e+01,8.24896899e+01,2.75518557e+00,4.95518249e+00
"2021M06",1.75000000e+00,8.00000000e-02,3.83282070e+00,5.32391172e-01,1.88478708e+01,3.46711637e+01,6.22352479e+01,2.35911265e+00,3.04421324e+00
"2021M07",1.75000000e+00,7.00000000e-02,3.74423986e+00,6.36257915e-01,1.22698545e+01,2.27528103e+01,5.76898001e+01,2.72558507e+00,3.26762610e+00
"2021M08",1.75000000e+00,6.00000000e-02,3.55138538e+00,4.29945265e-01,1.43663410e+01,2.79315423e+01,4.69826153e+01,2.81621961e+00,7.57925815e-01
"2021M09",1.75000000e+00,6.00000000e-02,3.60526409e+00,-3.27206551e-01,8.53211334e+00,2.11798164e+01,5.92045440e+01,2.80130835e+00,1.11968039e+00
"2021M10",1.75000000e+00,7.00000000e-02,2.91324806e+00,-6.43091719e-01,1.19936231e+01,2.24730993e+01,7.26654700e+01,2.52831149e+00,1.41044884e+00
"2021M11",1.75000000e+00,7.00000000e-02,2.84511382e+00,-7.41074091e-01,1.21255082e+01,3.21720894e+01,6.59269901e+01,2.11281716e+00,7.46311825e-01
"2021M12",1.75000000e+00,7.00000000e-02,3.02169822e+00,-9.76452561e-01,1.11738567e+01,2.62046897e+01,4.21976187e+01,1.79473898e+00,1.20785409e+00
"2022M01",1.75000000e+00,8.00000000e-02,2.82790938e+00,-1.12589121e+00,1.17818916e+01,2.63940843e+01,4.70106087e+01,1.25210593e+00,7.73810049e-01
"2022M02",1.75000000e+00,8.00000000e-02,2.93624498e+00,-6.06979920e-01,1.17656727e+01,2.92047332e+01,4.39557195e+01,1.64617642e+00,2.65812117e-01
"2022M03",1.75000000e+00,3.30000000e-01,4.08647059e+00,-3.40108608e-01,1.01980068e+01,1.49628960e+01,5.54282538e+01,1.77975943e+00,9.48756217e-01
"2022M04",1.75000000e+00,3.30000000e-01,4.51645519e+00,-6.97114143e-01,1.50472703e+01,2.07745919e+01,5.00235039e+01,2.20103841e+00,1.30111927e+00
"2022M05",2.00000000e+00,8.30000000e-01,5.65443927e+00,-5.85825028e-01,1.23810036e+01,2.52858567e+01,5.19411232e+01,2.34614261e+00,1.17631140e+00
"2022M06",2.25000000e+00,1.58000000e+00,7.28211265e+00,-4.45623973e-02,1.23630414e+01,2.01224337e+01,4.75522730e+01,2.23353232e+00,5.50206071e-01
"2022M07",2.25000000e+00,2.32000000e+00,8.02566147e+00,-7.24928409e-02,1.57282012e+01,1.15260242e+00,3.37847597e+01,1.92199063e+00,2.59190111e-01
"2022M08",2.75000000e+00,2.33000000e+00,8.50269869e+00,-9.15428898e-02,1.26690859e+01,1.68045184e+01,3.24190983e+01,1.42677317e+00,4.45100386e-01
"2022M09",3.00000000e+00,3.08000000e+00,8.64892053e+00,8.82726065e-01,1.06855978e+01,2.06426438e+01,1.62144666e+01,1.35308300e+00,4.37932739e-01
"2022M10",3.00000000e+00,3.08000000e+00,9.26187101e+00,1.71460658e+00,1.58691882e+01,1.34306559e+01,7.19477672e+00,7.31957710e-01,3.62743282e-02
"2022M11",3.75000000e+00,3.83000000e+00,8.77085752e+00,1.06228183e+00,1.06148488e+01,7.00243311e+00,6.39043320e+00,2.42154702e-01,-2.60034707e-01
"2022M12",3.75000000e+00,4.33000000e+00,8.83431703e+00,1.83028865e+00,6.80652424e+00,8.21058319e+00,6.38131789e+00,-1.55452184e-01,-1.59470559e-01
"2023M01",4.25000000e+00,4.33000000e+00,9.24923890e+00,1.87912532e+00,1.32517318e+01,1.60675103e+01,-6.32272282e+00,-2.42610610e-01,-5.87515122e-01
"2023M02",4.50000000e+00,4.57000000e+00,9.46064937e+00,1.71488793e+00,1.38512942e+01,8.96279976e+00,-1.76249904e+01,-1.87653072e-01,5.83200102e-01
"2023M03",4.50000000e+00,4.83000000e+00,8.35404789e+00,1.43058040e+00,9.33174832e+00,1.09450993e+01,-3.92516162e+01,2.27577164e-02,1.02558560e+00
"2023M04",4.75000000e+00,4.83000000e+00,7.98809370e+00,1.76361757e+00,1.23263149e+01,2.30165010e+00,-2.47707538e+01,5.87864061e-01,3.11622317e-01
"2023M05",5.00000000e+00,5.08000000e+00,6.33072627e+00,1.80125494e+00,1.20122900e+01,1.29070910e+01,-4.25612496e+01,7.39876419e-01,7.47226464e-01
"2023M06",5.00000000e+00,5.08000000e+00,4.81163464e+00,1.32599565e+00,1.18865101e+01,1.10729584e+01,-4.91481782e+01,8.88361100e-01,1.90851261e+00
"2023M07",5.00000000e+00,5.33000000e+00,4.43454791e+00,1.41646935e+00,1.19787766e+01,1.81652233e+01,-2.89583129e+01,8.06353616e-01,1.25090548e+00
"2023M08",5.00000000e+00,5.33000000e+00,4.37601357e+00,1.64660347e+00,1.21884242e+01,7.65573784e+00,-1.40522571e+01,5.28871783e-01,4.09027713e-01
"2023M09",5.00000000e+00,5.33000000e+00,4.58050228e+00,8.55772875e-01,8.46748923e+00,6.20819939e+00,5.95156346e+00,2.87665809e-01,4.88572014e-01
"2023M10",5.00000000e+00,5.33000000e+00,4.86275892e+00,-2.86076652e-01,8.85388540e+00,1.72929060e+00,-2.21175445e+00,1.06197791e-01,-2.63249830e+00
"2023M11",5.00000000e+00,5.33000000e+00,4.21053106e+00,1.71890961e-01,1.33695640e+01,1.04081347e+01,-8.25553437e+00,-1.81474496e-01,-1.56297931e+00
"2023M12",5.00000000e+00,5.33000000e+00,4.09199880e+00,-5.60173903e-01,9.71743079e+00,7.24793144e+00,-6.11924764e+00,-4.50697630e-01,-1.20897826e+00
"2024M01",5.00000000e+00,5.33000000e+00,3.74265160e+00,-3.89181933e-01,1.08520935e+01,5.71368085e+00,-5.21623297e+00,-4.68098990e-01,-1.83024375e-01
"2024M02",5.00000000e+00,5.33000000e+00,3.24711008e+00,-2.65704158e-01,8.83597524e+00,1.01040287e+01,5.40453043e-01,-5.15824716e-01,-6.89298966e-01
"2024M03",5.00000000e+00,5.33000000e+00,3.17735540e+00,-2.31351846e-02,1.46970086e+01,1.24267705e+00,1.03617323e+01,-1.65881538e-01,-1.07833931e+00
"2024M04",5.00000000e+00,5.33000000e+00,3.30226322e+00,-2.54006489e-01,8.80201889e+00,1.74977505e+01,7.16469743e+00,2.25973390e-01,6.17601269e-01
"2024M05",5.00000000e+00,5.33000000e+00,3.69025730e+00,-5.31644976e-01,7.83279243e+00,8.87605371e+00,1.11543101e+01,4.41747769e-01,9.36519332e-01
"2024M06",5.00000000e+00,5.33000000e+00,3.55281898e+00,-9.38768301e-01,8.49753919e+00,-5.56058174e+00,1.27081310e+01,4.84536077e-01,1.69452740e+00
"2024M07",5.00000000e+00,5.33000000e+00,3.71276136e+00,-1.21367304e+00,1.22560473e+01,1.01826505e+01,7.26354043e+00,3.43980496e-01,1.59337543e+00
"2024M08",5.00000000e+00,5.33000000e+00,3.03025895e+00,-1.56376962e+00,3.82734018e+00,1.30472008e+01,-5.95219244e+00,2.49953207e-01,1.67533217e+00
"2024M09",5.00000000e+00,4.83000000e+00,2.08436004e+00,-1.77052782e+00,1.02823192e+01,1.43548550e+00,-2.41539285e+01,2.25446926e-02,1.13002838e+00
"2024M10",4.75000000e+00,4.83000000e+00,1.16194253e+00,-1.48085558e+00,1.28391889e+01,1.92153515e+01,-1.73689139e+01,-1.58297184e-01,NaN
